代码		    名称		涨幅		现价		昨日成交额		当日成交额		主力净额		资金流向		主力资金流向[20260113]		净流入		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		开盘涨幅		早盘竞价金额		尾盘竞价金额		首次涨停时间		最终涨停时间
SZ300184	力源信息	-3.93%		10.52		8.42亿		6.71亿		-69160569	1.54亿		-1.02亿		-168948430	6.01%		1.01		110.06亿	--		--		其他电子	【无线耳机;汽车芯片;MCU芯片;星闪概念;智能穿戴;存储芯片;华为海思概念股;汽车电子;小米概念;消费电子概念;5G;芯片概念;PCB概念;传感器;华为概念;车联网(车路协同);6G概念;第三代半导体;数据中心;物联网;OLED;液冷服务器;特斯拉概念;机器人概念;腾讯概念;人工智能;ETC;智能家居;独角兽概念;电力物联网;智能电网;光伏概念;跨境电商;比亚迪概念;融资融券;深股通】	--		--		+4.68%		+5.52%		+0.46		+0.46%		3908300		3156000		--		--
SZ300185	通裕重工	-2.59%		3.01		5.40亿		4.46亿		-25184235	1.52亿		-3242.44万	-50280514	3.99%		1.24		111.58亿	--		--		风电设备	【海工装备;风电;核电;超超临界发电;高端装备;抽水蓄能;军工;国企改革;储能;核污染防治;回购增持再贷款概念;京津冀一体化;深股通;融资融券】	--		--		+4.15%		+1.01%		+0.00		+0.00%		1681887		2173521		--		--
SZ300187	永清环保	+0.20%		5.08		6325.77万	5423.94万	+1190766	--		156.15万	-1680519	1.66%		1.15		32.62亿		--		--		环境治理	【医疗废物处理;生物质能发电;新型城镇化;土壤修复;PPP概念;固废处理;污水处理;雄安新区;光伏建筑一体化;碳中和;PM2.5;风电;充电桩;金属回收;智能电网;储能;比亚迪概念;小金属概念;AI智能体】	--		--		+2.01%		+2.21%		+0.59		+0.59%		532950		217932		--		--
SZ300188	国投智能	-4.46%		15.43		8.09亿		6.73亿		-90159582	189.81万	-2739.88万	1888566		4.98%		1.56		132.00亿	--		--		软件开发	【数据确权;电子身份证;网络安全;华为鲲鹏;知识产权保护;数据安全;财税数字化;信创;国资云;ChatGPT概念;数据要素;Sora概念(文生视频);AIGC概念;AI智能体;职业教育;区块链;数字乡村;元宇宙;EDR概念;腾讯概念;安防;人脸识别;鸿蒙概念;智慧城市;国产操作系统;数字经济;东数西算(算力);数字货币;人工智能;福建自贸区;车联网(车路协同);华为概念;阿里巴巴概念;DeepSeek概念;海峡两岸;低空经济;数据中心;无人机;食品安全;军工;机器人概念;智能穿戴;消费电子概念;AI眼镜;国企改革;央企国企改革;深股通;AI应用;融资融券】	--		--		+6.78%		+3.70%		+1.67		+1.67%		4222518		6891038		--		--
SZ300189	神农种业	-7.85%		7.16		17.77亿		15.55亿		-181839450	1675.67万	-1.79亿		-323359948	23.95%		0.99		63.45亿		--		--		种植业与林业	【海南自贸区;转基因;土地流转;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;合成生物;融资融券】	--		--		-11.17%		+6.07%		-1.54		-1.54%		9865448		12449808	--		--
SZ300190	维尔利		-2.62%		4.46		1.49亿		1.16亿		-6467304	1188.04万	-1213.52万	-18458869	3.16%		1.08		36.26亿		--		--		环境治理	【垃圾分类;天然气;固废处理;生物质能发电;污水处理;PPP概念;碳中和;土壤修复;碳交易;煤化工概念;专精特新;数字孪生;机器人概念;液冷服务器】	--		--		+0.68%		-1.33%		+0.44		+0.44%		2961480		928126		--		--
SZ300191	潜能恒信	+3.13%		20.77		1.91亿		3.75亿		+8897696	2310.37万	2142.85万	23103677	8.12%		1.82		45.94亿		--		--		油气开采及服务	【可燃冰;俄乌冲突概念;天然气;新疆振兴;海工装备;深股通;融资融券】	--		--		+13.62%		+15.52%		+2.28		+2.28%		2214500		3194426		--		--
SZ300192	科德教育	+5.71%		25.00		11.09亿		15.54亿		+156117300	9045.21万	1.53亿		90452147	19.41%		1.86		81.16亿		--		--		教育		【Sora概念(文生视频);ChatGPT概念;在线教育;东数西算(算力);职业教育;人工智能;DeepSeek概念;芯片概念;股权转让(并购重组);深股通】	--		--		+17.98%		+29.67%		+1.78		+1.78%		18223397	12835000	--		--
SZ300193	佳士科技	-0.65%		9.15		8743.93万	1.03亿		-1068534	343.49万	-516.40万	-12069235	2.66%		1.48		38.40亿		--		--		通用设备	【人民币贬值受益;机器人概念】	--		--		+2.81%		+2.23%		+0.54		+0.54%		841734		1116300		--		--
SZ300194	福安药业	+1.55%		4.59		1.37亿		2.73亿		-6279143	2141.76万	-616.03万	21417631	6.14%		2.69		44.45亿		--		--		化学制药	【流感;幽门螺杆菌概念;仿制药一致性评价;肝炎概念;创新药;猴痘概念;参股银行;西部大开发;深股通;融资融券】	--		--		+2.68%		-2.75%		-0.22		-0.22%		1412081		3103758		--		--
SZ300195	长荣股份	-2.77%		8.43		1.34亿		1.22亿		-13927616	769.41万	-909.89万	-12597223	4.56%		0.94		26.46亿		--		--		专用设备	【中俄贸易概念;绿色电力;烟草;光伏概念;一带一路;京津冀一体化;高端装备;智能物流;C2M概念;专精特新;医疗器械概念;工业互联网;锂电池概念;数字经济;物联网;机器人概念;人工智能;数据中心;新型工业化;区块链;工业母机;机器视觉;网络安全;信创;ERP概念】	--		--		+3.44%		+7.53%		-0.23		-0.23%		352055		1001484		--		--
SZ300196	长海股份	-1.81%		14.67		1.26亿		1.05亿		-7801291	56.32万		-1065.36万	-23457434	2.87%		0.99		36.22亿		--		--		建筑材料	【PCB概念;光伏概念;深股通】	--		--		-0.41%		+8.99%		+0.20		+0.20%		263472		742302		--		--
SZ300197	节能铁汉	+1.07%		1.89		9429.59万	1.36亿		+2538023	1303.81万	850.14万	13038111	2.44%		1.34		56.04亿		--		--		环境治理	【新型城镇化;旅游概念;雄安新区;PPP概念;垃圾分类;地下管网;乡村振兴;土壤修复;碳中和;污水处理;农业种植;水利;国企改革;一带一路;智慧城市;粤港澳大湾区;回购增持再贷款概念;央企国企改革;充电桩;深股通;融资融券】	--		--		+5.59%		+2.72%		+0.00		+0.00%		575960		2517102		--		--
SZ300198	ST纳川		-0.38%		2.64		9223.47万	8512.07万	-349651		177.88万	290.70万	1778847		3.10%		1.42		27.09亿		--		--		建筑材料	【海峡两岸;新型城镇化;地下管网;ST板块;PPP概念;污水处理;水利;一带一路;无人驾驶;汽车热管理;新能源汽车;锂电池概念;减速器;核电】	--		--		+6.88%		+3.13%		+0.00		+0.00%		159530		161040		--		--
SZ300199	翰宇药业	+2.19%		20.49		9.28亿		20.63亿		+53762930	6628.60万	7647.83万	66286030	13.46%		2.33		152.79亿	--		--		化学制药	【细胞免疫治疗;CRO概念;减肥药;创新药;仿制药一致性评价;智能医疗;幽门螺杆菌概念;辅助生殖;猴痘概念;肝炎概念;华为概念;流感;医疗器械概念;人工智能;人民币贬值受益;区块链;工业大麻;粤港澳大湾区;合成生物;创投;三胎概念;深股通;融资融券】	--		--		+9.40%		+7.45%		+1.75		+1.75%		9881760		11490792	--		--
SZ300200	高盟新材	-3.86%		14.20		12.02亿		10.11亿		-45219839	2246.26万	-6145.61万	-135500926	16.23%		0.74		60.19亿		--		--		化学制品	【光刻胶;军工;高铁;OLED;核电;专精特新;芯片概念;新能源汽车;光伏概念;有机硅概念;比亚迪概念】	--		--		+11.90%		+9.15%		-0.54		-0.54%		7057076		8609460		--		--
SZ300201	海伦哲		-2.61%		7.46		6.55亿		4.74亿		+15417306	6709.10万	-405.79万	-40259429	6.30%		0.84		74.88亿		--		--		工程机械	【核污染防治;军民融合;军工;无人机;高端装备;电力物联网;工业互联网;无人驾驶;智能电网;机器人概念;储能;锂电池概念;苹果概念;深股通】	--		--		+13.37%		+35.39%		-0.78		-0.78%		3237463		4311134		--		--
SZ300203	聚光科技	-2.93%		16.25		2.34亿		2.04亿		-18970007	1741.15万	-2066.75万	-39262939	2.77%		1.17		72.86亿		--		--		通用设备	【PM2.5;食品安全;智慧城市;光刻胶;物联网;碳中和;垃圾分类;污水处理;高端装备;医疗器械概念;PPP概念;芯片概念;回购增持再贷款概念;深股通;融资融券】	--		--		-1.16%		+2.85%		+0.36		+0.36%		702240		2330250		--		--
SZ300204	舒泰神		+2.54%		31.12		10.03亿		21.10亿		+115107430	--		1121.21万	-73934090	14.72%		2.08		141.18亿	--		--		化学制药	【细胞免疫治疗;创新药;重组蛋白;辅助生殖;眼科医疗;深股通;融资融券】	--		--		+10.20%		+14.03%		+1.15		+1.15%		5194440		11246768	--		--
SZ300205	*ST天喻		-2.05%		4.78		2961.64万	1898.98万	+1094494	--		-202.21万	-5873170	0.92%		0.62		20.56亿		--		--		通信设备	【数字货币;移动支付;跨境支付(CIPS);ETC;财税数字化;ST板块;数据安全;5G;华为鲲鹏;网络安全;物联网;区块链;人工智能;华为概念;专精特新;量子科技;互联网金融】	--		--		+13.54%		+10.39%		+0.41		+0.41%		1960		310700		--		--
SZ300206	理邦仪器	+2.09%		15.13		3.02亿		5.65亿		+4327966	3483.14万	1668.31万	34831354	10.76%		2.67		51.20亿		--		--		医疗器械	【血氧仪;智能医疗;三胎概念;医疗器械概念;宠物经济;人工智能;DeepSeek概念;腾讯概念;人民币贬值受益;低空经济;芯片概念;深股通】	--		--		+17.01%		+18.30%		+3.37		+3.37%		6852636		4492218		--		--
SZ300207	欣旺达		-3.66%		24.50		27.02亿		20.47亿		-207615070	--		-2.27亿		-366126710	4.79%		1.20		419.89亿	--		--		电池		【钠离子电池;固态电池;动力电池回收;盐湖提锂;无线充电;锂电池概念;两轮车;新型烟草(电子烟);高压快充;无线耳机;石墨烯;储能;苹果概念;华为手机;AI眼镜;星闪概念;消费电子概念;新能源汽车;智能音箱;智能穿戴;小米概念;深股通;机器人概念;华为概念;工业互联网;换电概念;无人机;虚拟现实;粤港澳大湾区;数字孪生;一带一路;智能家居;DeepSeek概念;数字经济;创投;虚拟电厂;汽车电子;金属回收;低空经济;人工智能;融资融券】	--		--		-17.65%		-17.23%		-0.16		-0.16%		16533968	9811050		--		--
SZ300209	有棵树		+2.14%		5.73		1.26亿		2.08亿		-2287245	1319.40万	780.84万	13194045	7.44%		1.98		28.08亿		--		--		互联网电商	【跨境电商;柔性屏(折叠屏);人民币贬值受益;物联网;深股通;摘帽】	--		--		+0.88%		-4.66%		-0.36		-0.36%		279500		1772862		--		--
SZ300210	森远股份	-0.98%		10.12		5.15亿		3.67亿		-25171430	1.31亿		-1958.29万	-28006217	7.42%		2.10		48.96亿		--		--		专用设备	【PPP概念;雄安新区;东数西算(算力);机器人概念;新能源汽车;3D打印;股权转让(并购重组);深股通】	--		--		+7.43%		+7.77%		-0.10		-0.10%		8594778		2203124		--		--
SZ300211	*ST亿通		-2.05%		9.10		3859.03万	4671.98万	-6663791	--		-511.09万	-5883197	1.72%		1.06		27.03亿		--		--		通用设备	【血氧仪;医疗器械概念;ST板块;人工智能;物联网;传感器;智能穿戴;消费电子概念;芯片概念】	--		--		+8.85%		+12.35%		-0.32		-0.32%		405588		208390		--		--
SZ300212	易华录		-3.26%		20.74		9.56亿		11.29亿		+23267024	4836.18万	5442.87万	48381434	7.58%		1.67		144.87亿	--		--		IT服务		【财税数字化;数据安全;智慧政务;华为鲲鹏;信创;AI智能体;网络安全;数据确权;数据要素;国资云;百度概念;智慧城市;车联网(车路协同);DeepSeek概念;阿里巴巴概念;数字经济;数字孪生;人工智能;华为概念;独角兽概念;东数西算(算力);智能医疗;物联网;京津冀一体化;养老概念;创投;无人驾驶;雄安新区;数据中心;乡村振兴;PPP概念;国企改革;华为数字能源;央企国企改革;一带一路;深股通;融资融券】	--		--		+20.44%		+24.56%		-0.05		-0.05%		4898898		7580470		--		--
SZ300213	佳讯飞鸿	-6.50%		9.92		6.61亿		6.12亿		-63490399	4208.70万	-5834.68万	-106551058	10.89%		1.38		54.78亿		--		--		通信设备	【卫星导航;商业航天;军工信息化;低空经济;机器视觉;无人机;安防;物联网;智慧城市;智慧政务;军工;华为概念;机器人概念;数据要素;数据安全;云计算;人工智能;DeepSeek概念;独角兽概念;专精特新;工业互联网;百度概念;AI智能体;新型工业化;京津冀一体化;元宇宙;5G;ChatGPT概念;AIGC概念;跨境电商;数据中心;高铁;一带一路;新疆振兴;深股通】	--		--		+4.09%		+8.53%		+1.70		+1.70%		6062901		4963968		--		--
SZ300214	日科化学	-1.97%		6.98		9129.65万	5824.41万	-3565668	669.00万	-460.02万	-14722114	2.05%		0.98		28.17亿		--		--		化学制品	【丙烯酸;新疆振兴;专精特新;数据中心;DeepSeek概念;东数西算(算力);算力租赁;液冷服务器】	--		--		+2.20%		+4.49%		+0.00		+0.00%		279104		633086		--		--
SZ300215	电科院		-2.13%		6.88		2.54亿		2.37亿		-13863634	3955.48万	-2431.07万	-39890081	6.93%		1.34		34.39亿		--		--		其他社会服务	【柔性直流输电;核电;智能电网;特高压】	--		--		+1.33%		-11.68%		-0.43		-0.43%		903000		954944		--		--
SZ300217	东方电热	-2.51%		5.43		3.50亿		2.93亿		-27673144	1913.86万	-4642.31万	-66959872	4.36%		1.16		66.62亿		--		--		光伏设备	【储能;光热发电;光伏概念;新能源汽车;比亚迪概念;锂电池概念;海工装备;专精特新;核电;机器人概念;固态电池;家用电器;传感器;华为汽车;汽车热管理;军工;小米概念;5G;大飞机;芯片概念;深股通;融资融券】	--		--		+4.42%		+2.65%		+0.54		+0.54%		1318800		1188627		--		--
SZ300218	安利股份	-1.96%		16.48		1.25亿		1.39亿		-16896236	--		-1250.64万	-21340646	3.86%		1.26		35.64亿		--		--		塑料制品	【中俄贸易概念;足球概念;一带一路;石墨烯;绿色电力;华为概念;新能源汽车;比亚迪概念;小米概念;消费电子概念;苹果概念;华为手机;芯片概念】	--		--		+5.51%		+6.80%		-0.18		-0.18%		335600		1399152		--		--
SZ300219	鸿利智汇	-2.52%		7.34		2.31亿		1.83亿		-6458175	679.63万	-1501.19万	-32495630	3.49%		1.20		51.87亿		--		--		光学光电子	【柔性屏(折叠屏);粤港澳大湾区;MiniLED;MR(混合现实);MicroLED概念;虚拟现实;华为概念;文化传媒概念;比亚迪概念;新能源汽车;无人机;汽车电子;消费电子概念;车联网(车路协同);互联网金融;华为汽车;长安汽车概念;小米概念;国企改革;回购增持再贷款概念;小米汽车;芯片概念;光刻机;深股通;融资融券】	--		--		+1.24%		+4.41%		-0.27		-0.27%		951126		838228		--		--
SZ300220	金运激光	-2.36%		15.33		9176.75万	6923.03万	-206260		1040.06万	49.72万		-8827471	2.97%		1.13		23.15亿		--		--		自动化设备	【IP经济(谷子经济);NFT概念;元宇宙;无人零售;区块链;数据确权;专精特新;人民币贬值受益;3D打印;高端装备】	--		--		+5.87%		+6.46%		-0.25		-0.25%		408726		593271		--		--
SZ300221	银禧科技	-6.48%		11.41		11.66亿		7.91亿		-55338629	6214.09万	-5805.59万	-120432236	14.97%		1.13		52.09亿		--		--		塑料制品	【碳纤维;商业航天;无人机;3D打印;可降解塑料;网约车;创投;机器人概念;5G;OLED;新型烟草(电子烟);新能源汽车;消费电子概念;NMN概念;PCB概念】	--		--		+14.44%		+21.90%		-2.46		-2.46%		20776210	5880714		--		--
SZ300222	科大智能	-2.99%		11.99		6.10亿		4.99亿		-7226270	8950.16万	-2928.86万	-71518561	6.53%		1.30		75.99亿		--		--		电网设备	【小米汽车;高压快充;特斯拉概念;新型工业化;电力物联网;机器人概念;长安汽车概念;新能源汽车;比亚迪概念;智能电网;机器视觉;换电概念;充电桩;5G;虚拟电厂;工业互联网;军工;储能;光伏概念;物联网;宁德时代概念;人工智能;智能物流;数字经济;绿色电力;深股通;融资融券】	--		--		+10.10%		+11.22%		+0.00		+0.00%		3202476		2650989		--		--
SZ300223	北京君正	-2.53%		115.96		45.30亿		38.27亿		-245563670	--		-1.95亿		-190691590	7.83%		0.75		487.69亿	--		--		半导体		【存储芯片;MCU芯片;汽车芯片;智能音箱;AI眼镜;消费电子概念;MiniLED;芯片概念;OLED;汽车电子;小米概念;智能座舱;传感器;3D打印;机器视觉;机器人概念;物联网;安防;无人驾驶;智能家居;人民币贬值受益;家用电器;抖音概念(字节概念);人脸识别;鸿蒙概念;人工智能;区块链;深股通;融资融券】	--		--		+4.11%		+18.03%		+0.00		+0.00%		19380213	38301588	--		--
SZ300224	正海磁材	-2.78%		16.41		8.78亿		5.95亿		-27030276	3202.36万	-4188.36万	-89662087	3.89%		0.87		151.86亿	--		--		金属新材料	【稀土永磁;小金属概念;消费电子概念;低空经济;新能源汽车;机器人概念;高压快充;人形机器人;深股通;家用电器;融资融券】	--		--		+6.01%		+8.46%		-0.12		-0.12%		3286014		4427418		--		--
SZ300225	*ST金泰		-3.36%		6.04		1.53亿		1.30亿		-4334167	3489.84万	-1961.99万	-39764722	4.42%		1.17		28.69亿		--		--		化学制品	【ST板块;创投】	--		--		-1.79%		+13.96%		+0.16		+0.16%		197190		986090		--		--
SZ300226	上海钢联	-2.53%		28.51		9.77亿		8.32亿		-50148927	2517.25万	1159.67万	25172462	9.39%		1.60		87.34亿		--		--		软件开发	【AI智能体;数据要素;ChatGPT概念;DeepSeek概念;鸿蒙概念;区块链;AI语料;AIGC概念;百度概念;多模态AI;人工智能;互联网金融;工业互联网;深股通;融资融券】	--		--		+13.31%		+15.43%		+1.20		+1.20%		8006800		6471770		--		--
SZ300227	光韵达		-3.48%		9.99		3.49亿		2.77亿		-6425394	2646.33万	-559.85万	-28267605	6.33%		0.89		43.26亿		--		--		自动化设备	【量子科技;无人机;成飞概念;3D打印;大飞机;低空经济;军工;军民融合;新型工业化;机器视觉;5G;苹果概念;华为概念;PCB概念;比亚迪概念;富士康概念;新能源汽车;粤港澳大湾区;宁德时代概念;光纤概念;医美概念;股权转让(并购重组)】	--		--		+11.12%		+13.78%		-0.58		-0.58%		1430310		1543455		--		--
SZ300228	富瑞特装	-7.82%		10.14		11.21亿		9.29亿		-115013587	8712.62万	-1.03亿		-146367993	16.07%		0.97		56.94亿		--		--		通用设备	【商业航天;海工装备;氢能源;天然气;中俄贸易概念;页岩气;燃料电池;储能;芯片概念】	--		--		-4.61%		+6.18%		-0.45		-0.45%		9411525		8371584		--		--
SZ300229	拓尔思		+1.36%		26.80		--		--		-618097930	--		--		500171540	28.49%		3.40		--		--		--		软件开发	--		--		--		+42.33%		+36.18%		+8.43		+8.43%		164545731	39463000	--		--
SZ300230	永利股份	-0.79%		5.01		--		--		-7527660	--		--		-13329199	3.18%		1.07		--		--		--		塑料制品	--		--		--		+3.94%		+5.70%		+0.40		+0.40%		660114		1283061		--		--
